ID,Región,Pacto,Comuna,Nombre,¿Nuevo o Reelecto?,BANCADA AchM,Militancia,CUPO,Antigua Militancia (si es IND)
1,Región de Arica y Parinacota,Contigo Chile Mejor,Camarones,Cristián Zavala S.,REELECTO,PARTIDO DEMÓCRATA CRISTIANO,PARTIDO DEMOCRATA CRISTIANO,,
1,Región de Arica y Parinacota,Republicanos,General Lagos,Alex Castillo B.,REELECTO,PARTIDO REPUBLICANO,PARTIDO REPUBLICANO DE CHILE,,
1,Región de Arica y Parinacota,Chile Vamos,Putre,Javier Tito H.,NUEVO,UNIÓN DEMÓCRATA INDEPENDIENTE,INDEPENDIENTES-CHV,DEMOCRATAS,
1,Región de Arica y Parinacota,Fuera de Pacto,Arica,Orlando Vargas P.,NUEVO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,PPD
2,Región de Tarapacá,Fuera de Pacto,Camiña,Evelyn Mamani V.,REELECTO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,IND
2,Región de Tarapacá,Contigo Chile Mejor,Alto Hospicio,Patricio Ferreira R.,REELECTO,PARTIDO DEMÓCRATA CRISTIANO,PARTIDO DEMOCRATA CRISTIANO,,
2,Región de Tarapacá,Contigo Chile Mejor,Iquique,Mauricio Soria M,REELECTO,PARTIDO POR LA DEMOCRACIA,INDEPENDIENTES-CChM,PPD,
2,Región de Tarapacá,Chile Vamos,Pica,Iván Infante C.,REELECTO,PARTIDO RENOVACIÓN NACIONAL,INDEPENDIENTES-CHV,RN,
2,Región de Tarapacá,Contigo Chile Mejor,Pozo Almonte,Richard Godoy A.,REELECTO,PARTIDO DEMÓCRATA CRISTIANO,PARTIDO DEMOCRATA CRISTIANO,,
3,Región de Antofagasta,Contigo Chile Mejor,Mejillones,Marcelino Carvajal F.,REELECTO,PARTIDO POR LA DEMOCRACIA,PARTIDO POR LA DEMOCRACIA,,
3,Región de Antofagasta,Contigo Chile Mejor,San Pedro de Atacama,Justo Zuleta S,REELECTO,FEDERACIÓN REGIONALISTA VERDE SOCIAL,INDEPENDIENTES-CChM,FRVS,
3,Región de Antofagasta,Chile Vamos,Antofagasta,Sacha Razmilic B.,NUEVO,EVOPOLI,EVOLUCION POLITICA,,
3,Región de Antofagasta,Contigo Chile Mejor,Calama,Eliecer Chamorro V.,REELECTO,FEDERACIÓN REGIONALISTA VERDE SOCIAL,FEDERACION REGIONALISTA VERDE SOCIAL,,
3,Región de Antofagasta,Fuera de Pacto,María Elena,Viviana Cuello R.,NUEVO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,RN
3,Región de Tarapacá,Fuera de Pacto,Colchane,Teófilo Mamani G.,NUEVO-RETORNO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,IND
3,Región de Tarapacá,Chile Vamos,Huara,José Bartolo V.,REELECTO,UNIÓN DEMÓCRATA INDEPENDIENTE,UNION DEMOCRATA INDEPENDIENTE,,
3,Región de Antofagasta,Fuera de Pacto,Ollague,Jhean Ramírez D.,NUEVO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,IND
3,Región de Antofagasta,Fuera de Pacto,Sierra Gorda,Adriana Rivera V.,NUEVO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,RN
3,Región de Antofagasta,Fuera de Pacto,Taltal,Mario Acuña V.,NUEVO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,PPD
3,Región de Antofagasta,Fuera de Pacto,Tocopilla,Ljubica Kurtovic C.,REELECTO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,PRSD
4,Región de Atacama,Contigo Chile Mejor,Alto del Carmen,Cristián Olivares I.,REELECTO,PARTIDO RADICAL,PARTIDO RADICAL DE CHILE,,
4,Región de Atacama,Chile Vamos,Diego de Almagro,Mario Araya R.,NUEVO,PARTIDO RENOVACIÓN NACIONAL,RENOVACION NACIONAL,,
4,Región de Atacama,Contigo Chile Mejor,Huasco,Genaro Briceño T.,REELECTO,PARTIDO SOCIALISTA DE CHILE,INDEPENDIENTES-CChM,PS,
4,Región de Atacama,Fuera de Pacto,Copiapó,Maglio Cicardini N.,NUEVO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,PS
4,Región de Atacama,Fuera de Pacto,Freirina,Fernando Ruhl P.,NUEVO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,PRSD
4,Región de Atacama,Fuera de Pacto,Tierra Amarilla,Cristóbal Zúñiga A.,REELECTO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,PC
4,Región de Atacama,Fuera de Pacto,Vallenar,Víctor Isla L.,NUEVO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,FRENTE REGIONAL
4,Región de Coquimbo,Contigo Chile Mejor,Río Hurtado,Carmen Olivares D,REELECTO,#N/A,INDEPENDIENTE-CChM,PS,
5,Región de Coquimbo,Fuera de Pacto,Canela,Waldo Contreras C.,NUEVO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,IND
5,Región de Coquimbo,Contigo Chile Mejor,Andacollo,Juan Alfaro A.,NUEVO,PARTIDO SOCIALISTA DE CHILE,PARTIDO SOCIALISTA DE CHILE,,
5,Región de Coquimbo,Contigo Chile Mejor,Coquimbo,Ali Manouchehri M.,REELECTO,PARTIDO SOCIALISTA DE CHILE,INDEPENDIENTES-CChM,PS,
5,Región de Coquimbo,Contigo Chile Mejor,Illapel,Denís Cortés A.,REELECTO,PARTIDO DEMÓCRATA CRISTIANO,PARTIDO DEMOCRATA CRISTIANO,,
5,Región de Coquimbo,Contigo Chile Mejor,La Higuera,Uberlinda Aquea B.,NUEVO,PARTIDO SOCIALISTA DE CHILE,PARTIDO SOCIALISTA DE CHILE,,
5,Región de Valparaíso,Chile Vamos,Algarrobo,Marco González C.,NUEVO,PARTIDO RENOVACIÓN NACIONAL,RENOVACION NACIONAL,,
5,Región de Coquimbo,Chile Vamos,La Serena,Daniela Norambuena B.,NUEVO,PARTIDO RENOVACIÓN NACIONAL,RENOVACION NACIONAL,,
5,Región de Coquimbo,Contigo Chile Mejor,Los Vilos,Christian Gross H.,REELECTO,PARTIDO SOCIALISTA DE CHILE,PARTIDO SOCIALISTA DE CHILE,,
5,Región de Coquimbo,Contigo Chile Mejor,Monte Patria,Cristián Herrera P.,NUEVO,PARTIDO POR LA DEMOCRACIA,INDEPENDIENTES-CChM,PPD,
5,Región de Coquimbo,Chile Vamos,Paihuano,Hernán Ahumada A.,REELECTO,PARTIDO RENOVACIÓN NACIONAL,RENOVACION NACIONAL,,
5,Región de Atacama,Contigo Chile Mejor,Caldera,Brunilda González A.,REELECTO,PARTIDO POR LA DEMOCRACIA,PARTIDO POR LA DEMOCRACIA,,
5,Región de Coquimbo,Chile Vamos,Vicuña,Mario Aros C.,NUEVO,UNIÓN DEMÓCRATA INDEPENDIENTE,INDEPENDIENTES-CHV,UDI,
5,Región de Coquimbo,Fuera de Pacto,Combarbalá,Marta Carvajal C.,NUEVO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,RN
5,Región de Coquimbo,Fuera de Pacto,Ovalle,Héctor Vega C.,REELECTO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,IND
5,Región de Coquimbo,Fuera de Pacto,Punitaqui,Pedro Araya Z.,NUEVO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,IND
